,Finanzierungsart,Year,Melder,Sektor,Annex2,Empfängerland,ODA-Art,Projektbeschreibung,Organisation,Art der Organisation,ProjectNumber,Zusage,Auszahlung,ISO
7171,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15160.0,Yes,Iraq,Bil ODA,The proposed project aims to improve the participation of CRSV survivors in transitional justice processes in Iraq. They should be enabled to give feedback on the legislative process of the draft law.,International Organisation for Migration ,"United Nations (UN) agency, fund or commission",6614826,86312.0,86312.0,IRQ
7172,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,No,Iraq,Bil ODA,"To contribute to holding ISIL financiers and key facilitators to account for their involvement, links to, or material benefit from mass atrocities crimes carried out by the organization during its peak campaign years 2014 - 2016.","United Nations (UN) agency, fund or commission, Other","United Nations (UN) agency, fund or commission",6615031,1139601.0,1139601.0,IRQ
7173,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,72010.0,Yes,Iraq,Bil ODA,Deposit into the Iraq Humanitarian Fund (IHF),United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6614359,2849003.0,2849003.0,IRQ
7174,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,Iraq,Bil ODA,Emergency food assistance over cash assistance in Iraq,World Food Programme ,"United Nations (UN) agency, fund or commission",6614431,5128205.0,3988604.0,IRQ
7175,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,Jordan,Bil ODA,Food assistance and nutrition aid for vulnerable Syrian refugees in Jordan,World Food Programme ,"United Nations (UN) agency, fund or commission",6615131,74074073.99999999,51282051.0,JOR
7176,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,Kenya,Bil ODA,Food and nutrition aid for refugees and asylum seekers under the Strategic Objective 1 of the WFP Country Program,World Food Programme ,"United Nations (UN) agency, fund or commission",6611949,5698006.0,4558405.0,KEN
7177,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,Kosovo,Bil ODA,The overall project aim is to combat cybercrime and cyber-enabled crime. The capacities of the law enforcement institutions will have been strengthened and the trainings institutions have increased capacities to train law enforcement officers and prosecutors.,Organisation for Security and Co-operation in Europe,Other multilateral institutions,6612840,78074.0,77412.9999999999,XKX
7178,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,12264.0,No,Kosovo,Bil ODA,Supply of various medical protection equipment to the Kosovo health system for protection against and treatment of COVID-19,"United Nations (UN) agency, fund or commission, Other","United Nations (UN) agency, fund or commission",6614434,170940.0,160983.9999999999,XKX
7179,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,11420.0,Yes,Kyrgyzstan,Bil ODA,Implementing the Master of Arts in Politics and Security Programme at the Organisation for Security and Co-operation in Europe (OSCE) Academy in Bishkek.,Organisation for Security and Co-operation in Europe,Other multilateral institutions,6613921,91168.0,91168.0,KGZ
7180,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15151.0,Yes,Kyrgyzstan,Bil ODA,Increase the participation and participation of women and young people in the 2020 parliamentary and local elections. Evaluation of the conformity of the 2020 parliamentary elections with national electoral law and international standards.,Organisation for Security and Co-operation in Europe,Other multilateral institutions,6614201,184782.0,184782.0,KGZ
7181,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15151.0,Yes,Kyrgyzstan,Bil ODA,"The programme will aim to enable the Government of Kyrgyzstan in conducting fair, inclusive, transparent and peaceful elections through strengthening capacities of Central Election Commission and other relevant institutions engaged into administering and oversight of the electoral process, as well as empower Kyrgyz citizens, including vulnerable groups of population, notably women, youth to exercise their electoral rights.",United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6614225,420924.0,420924.0,KGZ
7182,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,16061.0,Yes,Lebanon,Bil ODA,"The purpose of this project is to urgently prop, stabilise, consolidate and shelter a priority group of up this project is to urgently prop, stabilise, consolidate and shelter a priority group of up to 12 historicto 12 historic buildings that are at risk of collapse in the two urban districts of Rmeil buildings that are at risk of collapse in the two urban districts of Rmeil and Medawar, around the port. These interventions are also meant at waterproofing and Medawar, around the port. These interventions are also meant at waterproofing measures to prevent further damage from approaching autumn rains, while ensuring measures to prevent further damage from approaching autumn rains, while ensuring the reopening of the reopening of street circulation and the safety of inhabitants and passengers. street circulation and the safety of inhabitants and passengers.Based on the assessment of the damages that affected historic buildings, conducted Based on the assessment of the damages that affected historic buildings, conducted by the DGA on 31 August 2020, the subsequent study conducted by Beirut Built by the DGA on 31 August 2020, the subsequent study conducted by Beirut Built Heritage Rescue (BBHR) 2020 witHeritage Rescue (BBHR) 2020 with the support of the German Archaeological h the support of the German Archaeological Institute in Beirut (October 2020), as well as consultations held with DGA since then, Institute in Beirut (October 2020), as well as consultations held with DGA since then, five buildings have been identified in Rmeil and seven in Medawar, as follows - plot five buildings have been identified in Rmeil and seven in Medawar.","United Nations Educational, Scientific and Cultural Organisation","United Nations (UN) agency, fund or commission",6615409,569801.0,569801.0,LBN
7183,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,No,Lebanon,Bil ODA,Strengthening the participation of women and women led organisation in the response to the Beirut blast on 04 August 2020,"United Nations (UN) agency, fund or commission, Other","United Nations (UN) agency, fund or commission",6615286,683761.0,683761.0,LBN
7184,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,Lebanon,Bil ODA,"Enhanced capacities of law enforcement investigators, prosecutors, judges to use international terrorism and criminal databases while investigating criminal and terrorism cases. Increasing awareness and knowledge on the benefits and added value of regularly consulting and feeding national and international criminal and terrorism databases and lists of designated persons, groups and entities involved in criminal and terrorist acts.",United Nations Office on Drugs and Crime ,"United Nations (UN) agency, fund or commission",6614109,19601.0,18694.0,LBN
7185,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,Lebanon,Bil ODA,By assisting in establishing effective cargo controls to prevent trafficking and other illicit container and cargo crime at the land border crossing with Syria (Masnaa) legitimate trade is supposed t be facilitated and state revenues are supposed to be risen in the long run.,United Nations Office on Drugs and Crime ,"United Nations (UN) agency, fund or commission",6615043,224501.0,224389.0,LBN
7186,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72050.0,Yes,Lebanon,Bil ODA,Strengthening humanitarian coordination and advocacy in Lebanon,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6615374,1139601.0,1139601.0,LBN
7187,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,72010.0,Yes,Lebanon,Bil ODA,Deposit into the humanitarian Country Fund,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6615370,2279202.0,2279202.0,LBN
7188,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72050.0,Yes,Libya,Bil ODA,Provision of humanitarian air service UNHAS in Libya,World Food Programme ,"United Nations (UN) agency, fund or commission",6612819,1139601.0,569801.0,LBY
7189,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,Libya,Bil ODA,Voter education strategies and technical support enable a safe environment for local elections in Libya,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6611770,227920.0,227920.0,LBY
7190,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15151.0,Yes,Libya,Bil ODA,Stabilising Libya by supporting the implementation of democratic elections,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6615327,455840.0,380778.0,LBY
7191,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,Yes,Libya,Bil ODA,"Output 3, Local Conflict Analysis, Dialogue and Mediation Capacity Strengthened. Here support for the UNSMIL-led Libyan Political Forum.",United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6615192,2301994.0,2301994.0,LBY
7192,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,Libya,Bil ODA,"Support for refugees, returnees and internally displaced persons in the context of the Libyan crisis",United Nations Office of the United Nations High Commissioner for Refugees ,"United Nations (UN) agency, fund or commission",6613205,5698006.0,5698006.0,LBY
7193,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,Libya,Bil ODA,Support emergency health management at strategic and operational levels,World Health Organisation - core voluntary contributions account,"United Nations (UN) agency, fund or commission",6612206,2279202.0,2279202.0,LBY
7194,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,No,Mali,Bil ODA,"Establishment of Secure Clusters for Development and Governance (PSDGs) to strengthen the Malian state's presence in the area by establishing public security and providing basic services. (PARSEC= Programme d'Appui au Renforcement de la Sécurité dans les régions de Mopti et de Gao et à la gestion des zones frontalières, PROJES = Programme Jeunesse et Stabilisation)","European Union Institutions, Other",European Union Institutions,6614638,3988604.0,3988604.0,MLI
7195,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15130.0,Yes,Mali,Bil ODA,"The project focuses on the implementation of a capacity assessment of the Malian judicial system, which will constitute the basis of a long-term project aimed at promoting peace and stability in Mali, by enhancing the capacities of judicial system actors, while empowering judicial institutions to fulfil their mandates.",United Nations Institute for Training and Research ,"United Nations (UN) agency, fund or commission",6615337,358433.0,107129.0,MLI
7196,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72050.0,Yes,Mali,Bil ODA,Support of the OCHA country office in Mali,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6612161,569801.0,569801.0,MLI
7197,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,12264.0,Yes,"Middle East, regional",Bil ODA,Covid-related cash benefits and food assistance to Palestine refugees in UNRWA operations,United Nations Relief and Works Agency for Palestine Refugees in the Near East,"United Nations (UN) agency, fund or commission",6614577,22792023.0,22792023.0,
7198,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,Moldova,Bil ODA,The overall objective of the programme is to promote cohesion in Moldovan society and thereby reduce the risk of inter-ethnic tension. Target 1 is to strengthen the capacity of the Moldovan authorities to implement the National Strategy. Competent government agencies shall gain a detailed understanding of the National Strategy and have the necessary tools to implement it. Target 2 is to strengthen the capacity of the Gagausia Working Group to fulfil its mandate and to deal constructively with disputes between the Centre and Gagausia by providing expertise to the working group and other relevant authorities.,Organisation for Security and Co-operation in Europe,Other multilateral institutions,6614068,32956.0,32956.0,MDA
7199,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,41020.0,Yes,Moldova,Bil ODA,Determination of pesticide levels at storage sites in cooperation with Transnistrian authorities. Removal of pesticides.,Organisation for Security and Co-operation in Europe,Other multilateral institutions,6613922,455840.0,455840.0,MDA
7200,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,No,Mozambique,Bil ODA,Support to the implementation of the Maputo Accord for Peace and Reconciliation.,"United Nations (UN) agency, fund or commission, Other","United Nations (UN) agency, fund or commission",6613993,569801.0,569801.0,MOZ
7201,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,Mozambique,Bil ODA,Create awareness of a coherent and coordinated approach to counter terrorism strategies and counter terrorism procedures among the participants of the project as well as creating a mechanism for cooperation between competent authorities.,United Nations Office on Drugs and Crime ,"United Nations (UN) agency, fund or commission",6614972,158974.0,157710.9999999999,MOZ
7202,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,Myanmar,Bil ODA,Food aid for internally displaced people and vulnerable people in Myanmar,World Food Programme ,"United Nations (UN) agency, fund or commission",6611312,1139601.0,1139601.0,MMR
7203,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,Myanmar,Bil ODA,Humanitarian assistance for Internally Displaced Persons and vulnerable persons in Myanmar,United Nations Office of the United Nations High Commissioner for Refugees ,"United Nations (UN) agency, fund or commission",6610695,1139601.0,1139601.0,MMR
7204,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,72050.0,Yes,Myanmar,Bil ODA,Deposit into the Myanmar humanitarien country fonds,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6614497,1139601.0,1139601.0,MMR
7205,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,No,Myanmar,Bil ODA,Support of national efforts to achieve a final and sustainable solution of the ethnic armed conflict in Myanmar.,"United Nations (UN) agency, fund or commission, Other","United Nations (UN) agency, fund or commission",6613782,1937322.0,1937322.0,MMR
7206,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15160.0,Yes,Nicaragua,Bil ODA,Improving the human rights situation and reducing human rights violations in Nicaragua.,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),"United Nations (UN) agency, fund or commission",6614367,113960.0,113960.0,NIC
7207,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,Niger,Bil ODA,"The Niger Community Cohesion Initiative (NCCI) will enhance the legitimacy and capacity of the Government of Niger (especially at village and commune level) and support state structures to deliver essential services and support to at-risk communities, thereby increasing their resilience and cohesion to resist conflict and instability, including threats of violent extremism.",International Organisation for Migration ,"United Nations (UN) agency, fund or commission",6614582,20512821.0,4711070.0,NER
7208,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,Nigeria,Bil ODA,Emergency food security and livelihood support for conflict-affected groups in northeastern Nigeria,Food and Agricultural Organisation,"United Nations (UN) agency, fund or commission",6614449,5698006.0,2279202.0,NGA
7209,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15190.0,Yes,Nigeria,Bil ODA,"1. Assist the Nigeria Immigration Service (NIS) in improving the on-going foreigner registration across the country which uses IOM's Migration Information and Data Analysis System (MIDAS) through ensuring data synchronization and biometric data quality, 2. Assess the quality of the existing biometric data in the NIS databases and its compliance with international standards and implement actions for improvement to ensure interoperability, 3. Conduct a survey to obtain an accurate picture of the implementation status of the ECOWAS Decision on the National Biometric Identity Card (NBIC) in Nigeria and continue liaising with relevant stakeholders",International Organisation for Migration ,"United Nations (UN) agency, fund or commission",6614973,230198.9999999999,230198.9999999999,NGA
7210,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,Nigeria,Bil ODA,Improving the protection and living conditions of conflict-affected populations,International Organisation for Migration ,"United Nations (UN) agency, fund or commission",6612035,2279202.0,2279202.0,NGA
7211,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15190.0,Yes,Nigeria,Bil ODA,The objective of the project is to contribute to regular migration at Nigeria's international borders by strengthening the border management capacity of the Nigerian Immigration Service through the deployment of MIDAS.,International Organisation for Migration ,"United Nations (UN) agency, fund or commission",6612721,0.0,1401301.0,NGA
7212,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72050.0,Yes,Nigeria,Bil ODA,"Strengthening humanitarian coordination and advocacy in Nigeria, supporting United Nations Office for the Coordination of Humanitarian Affairs regional office",United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6610860,1139601.0,1139601.0,NGA
7213,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,Nigeria,Bil ODA,"Basic medical care for internally displaced persons and host communities, strengthening capacities for the early detection of and response to emergencies and disease outbreaks",World Health Organisation - assessed contributions,"United Nations (UN) agency, fund or commission",6614720,5698006.0,3418803.0,NGA
7214,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,72050.0,Yes,Nigeria,Bil ODA,Deposit into the Humanitarian Country Fund NHF,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6614337,10256410.0,6837607.0,NGA
7215,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,"North of Sahara, regional",Bil ODA,Protection and stabilisation of migrant communities through improved access to services and opportunities in countries of transit and return.,International Organisation for Migration ,"United Nations (UN) agency, fund or commission",6614121,5855795.0,1659733.0,
7216,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,16061.0,No,"North of Sahara, regional",Bil ODA,Young participants are intended to learn from each other and exchange views in an extended European and international context and develop intercultural skills and learn to take on civil responsibility,"Other multilateral institutions, Other",Other multilateral institutions,6614291,28490.0,13390.0,
7217,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,Pakistan,Bil ODA,"Countering violent extremism amongst youth, particularly women, through an inclusive community sensitization, psychosocial support and livelihood skills training model.",United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6613043,0.0,589633.9999999999,PAK
7218,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15150.0,Yes,Pakistan,Bil ODA,Empower federal and provincial government and non-government partners for promotion of Rule of Law and inclusive implementation of human rights mandates.,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6613907,457382.9999999999,457382.9999999999,PAK
7219,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,Yes,Papua New Guinea,Bil ODA,Fondsdeposit for supporting the common secretariat of Papua.Newguinea and Bougainville for the post referendum process for the independence of the island,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6614936,569801.0,569801.0,PNG
7220,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,12264.0,Yes,Serbia,Bil ODA,Medical equipment for vulnerable groups,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6614397,173637.0,173637.0,SRB
7221,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15130.0,Yes,Serbia,Bil ODA,"Strengthening Rule of Law in Serbia. Strengthening the independence of justice, decreasing the political influence on justice. Promoting judicial independence, impartiality, integrity and transparency.",Council of Europe,Other multilateral institutions,6613216,0.0,68503.0,SRB
7222,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,16050.0,Yes,Sierra Leone,Bil ODA,"The region bordering to Liberia is suffering tremendously from the consequences of the lockdown. Women heading a househould are the most vulnerable amongst this group. Project aim is to relief the consequences of the lockdown by firstly giving food supply, secondly building up structures to maintain their small-scale businesses",United Nations Entity for Gender Equality and the Empowerment of Women,"United Nations (UN) agency, fund or commission",6615064,56980.0,56980.0,SLE
7223,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15170.0,Yes,Sierra Leone,Bil ODA,"Strengthening women's participation in the area of public leadership and decision-making, empowerment of women to contribute to more equal rights and strengthening of African Women's Leadership Network in Sierra Leone. This will be achieved through a mentorship and cohesion and coherence in the women's movement.",United Nations Entity for Gender Equality and the Empowerment of Women,"United Nations (UN) agency, fund or commission",6614706,59832.0,59832.0,SLE
7224,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,Yes,Sierra Leone,Bil ODA,The contribution helps the Residual Special Court for Sierra Leone in continuing to implement its mandate.,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6615360,113960.0,113960.0,SLE
7225,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72050.0,Yes,Somalia,Bil ODA,Support for the OCHA country office in Somalia,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6612061,569801.0,569801.0,SOM
7226,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,Somalia,Bil ODA,"Emergency aid for internally displaced persons and host communities in Somalia in the field of accommodation, household items, as well as coordination and management of refugee accommodation and promotion of the database for recording displaced persons (displacement tracking matrix)",International Organisation for Migration ,"United Nations (UN) agency, fund or commission",6615214,2849003.0,1709402.0,SOM
7227,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,Yes,Somalia,Bil ODA,"Support of Reconciliation & Federalsm  REFS  earkmarking with 1.000.000,00 EUR and 2.000.000,00 EUR  unallocated .",United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6615414,3418803.0,3418803.0,SOM
7228,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,72010.0,Yes,Somalia,Bil ODA,Deposit into the Somalia Country-Based Community Fund (CBPF),United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6614463,15954416.0,15954416.0,SOM
7229,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,Somalia,Bil ODA,Food emergency for vulnerable people in Somalia and provision of UNHAS flights,World Food Programme ,"United Nations (UN) agency, fund or commission",6612258,27920228.0,27920228.0,SOM
7230,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,Yes,"South & Central Asia, regional",Bil ODA,"The overall project aim is to the prevention of violent extremism and terrorism. The project aims to improve knowledge and capacities of policy makers, professionals and NGOs regarding the prevention of recruitment of children by violent extremist and terrorist groups and to provide child- and gendersensitive services to support rehabilitation and social reintegration of Foreign Terrorist Fighters (FTFs) into families and communities. It also aims to improveawareness about structures and strategies in place to support the repatriation, rehabilitation and reintegration, as well as the release and prosecution of FTF/returnees one or two selected countries. The inter-agency coordination is improved between organizations working with children and those working with women and regulatory and operational frameworks of a selected country are strengthened and aligned to the international legal framework in this area of work.In the long term the the capacity for reforming the justice system towards juvenile justice systems and appropriate treatment of child victims and witnesses of crime by the justice system in line with international standards is strenghtened.",United Nations Office on Drugs and Crime ,"United Nations (UN) agency, fund or commission",6613980,267805.9999999999,246734.0,
7231,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,23210.0,Yes,"South & Central Asia, regional",Bil ODA,"Improving the capacity to apply green port principles. Large ports in the Caspian Sea, such as the ports of Baku (Azerbaijan) and Turkmenbashi (Turkmenistan), but also neighbouring seaports, such as Aktau (Kazkahstan), expect to be able to significantly increase their trading activities. The port of Baku (Azerbaijan) was the first port in the region to commit itself to becoming a green port.",Organisation for Security and Co-operation in Europe,Other multilateral institutions,6613938,341880.0,341880.0,
7232,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,No,"South & Central Asia, regional",Bil ODA,The overall project goal is to enhance the capacity of law enforcement in beneficiary Central Asian countries to combat transnational organized crime and terrorism through digital training. The projects aims to increase knowledge and skills on how gender affects transnational crime and terrorism and the role biometrics can play when combatting transnational organised crime and terrorism.,"Multilateral Organisations, Other",Multilateral Organisations,6614695,493228.0,493228.0,
7233,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15210.0,Yes,"South America, regional",Bil ODA,The project aims at strengthening national and bi-national capacities to address transnational crime in the Colombia-Ecuador border area.,United Nations Office on Drugs and Crime ,"United Nations (UN) agency, fund or commission",6612882,0.0,20298.0,
7234,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15210.0,Yes,"South America, regional",Bil ODA,The project aims at strengthening national and bi-national capacities to address transnational crime in the Colombia-Ecuador border area.,United Nations Office on Drugs and Crime ,"United Nations (UN) agency, fund or commission",6614335,509862.00000000006,341880.0,
7235,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15240.0,No,"South America, regional",Bil ODA,Improving ammunition management support to States in the application of the International Ammunition Technical Guidelines (IATG) under the United Nations SaferGuard Programme,"United Nations (UN) agency, fund or commission, Other","United Nations (UN) agency, fund or commission",6613005,99933.0,53252.0,
7236,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,"South America, regional",Bil ODA,Food security for refugees and migrants from Venezuela,World Food Programme ,"United Nations (UN) agency, fund or commission",6612210,11396011.0,11396011.0,
7237,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,No,"South Asia, regional",Bil ODA,"Organize regional conference for education stakeholders in ASEAN member countries on integrating atrocity prevention in education. Follow up at national level in three countries on implementing atrocity prevention in education curriculum and teaching methods through meetings, workshops and technical assistance. Produce information and education material on the role of education for atrocity prevention specific to ASEAN region context that can serve as a model for countries wishing to implement similar measures beyond the project period","United Nations (UN) agency, fund or commission, Other","United Nations (UN) agency, fund or commission",6615936_L,68683.0,30255.0,
7238,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15220.0,No,"South Asia, regional",Bil ODA,"Organize regional conference for education stakeholders in ASEAN member countries on integrating atrocity prevention in education. Follow up at national level in three countries on implementing atrocity prevention in education curriculum and teaching methods through meetings, workshops and technical assistance. Produce information and education material on the role of education for atrocity prevention specific to ASEAN region context that can serve as a model for countries wishing to implement similar measures beyond the project period","United Nations (UN) agency, fund or commission, Other","United Nations (UN) agency, fund or commission",6615936_N,387077.99999999994,170505.9999999999,
7239,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72050.0,Yes,"South of Sahara, regional",Bil ODA,Strengthening humanitarian coordination and political advocacy in southern and eastern Africa,United Nations Office of Co-ordination of Humanitarian Affairs ,"United Nations (UN) agency, fund or commission",6613498_L,0.0,351738.0,
7240,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,"South of Sahara, regional",Bil ODA,"Food aid for those affected by the Boko Haram crisis in the Chad region in Nigeria, Niger, and Chad",World Food Programme ,"United Nations (UN) agency, fund or commission",6613282_L,3491077.0,3003077.0,
7241,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Foreign Office,15220.0,Yes,"South of Sahara, regional",Bil ODA,Contributing to stabilisation of the insurgency-affected areas of the Lake Chad Basin,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6614491_N,13214598.0,11012165.0,
7242,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,"South of Sahara, regional",Bil ODA,"Food aid for those affected by the Boko Haram crisis in the Chad region in Nigeria, Niger, and Chad",World Food Programme ,"United Nations (UN) agency, fund or commission",6613282_N,17705504.0,15230541.0,
7243,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,15160.0,Yes,"South of Sahara, regional",Bil ODA,Increase the safety of the local population and prevent the risk of serious violations of human rights and international humanitarian law during the Joint Force Operations.,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),"United Nations (UN) agency, fund or commission",6615322,284924.0,284924.0,
7244,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,"South of Sahara, regional",Bil ODA,"Emergency aid in the field of accommodation and household items for internally displaced persons and host communities, coordination and management of refugee accommodation and promotion of the database for recording displaced persons (displacement tracking matrix) in Nigeria, Cameroon and Chad",International Organisation for Migration ,"United Nations (UN) agency, fund or commission",6615210_L,450598.0,150199.0,
7245,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72010.0,Yes,"South of Sahara, regional",Bil ODA,Aid and protection measures for refugees and internally displaced persons in the context of the Lake Chad crisis,United Nations Office of the United Nations High Commissioner for Refugees ,"United Nations (UN) agency, fund or commission",6615209_L,1694587.0,1186211.0,
7246,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Foreign Office,72040.0,Yes,"South of Sahara, regional",Bil ODA,Food assistance and Supply of Logistics in the El Nino Induced Drought and Cyclone Idai and Kenneth in Southern Africa,World Food Programme ,"United Nations (UN) agency, fund or commission",6613469_N,2484034.0,2484034.0,
